                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                 1.0916,                0.78809,                 1.2434,                0.92984,                0.78333,                0.87817,                0.44349,                 1.7402,                0.94938,                 1.5853,              0.0014377,              0.0014377,              0.0014377
                    145,                 1.1165,                0.80301,                 1.2475,                0.84175,                0.88655,                0.90084,                0.41563,                 2.0771,                0.95959,                 1.7817,              0.0014337,              0.0014337,              0.0014337
                    146,                 1.0897,                0.79025,                 1.2261,                0.92592,                0.83324,                0.88917,                0.43391,                 1.9422,                 1.0202,                 1.7713,              0.0014298,              0.0014298,              0.0014298
                    147,                 1.0803,                0.79858,                 1.2464,                0.92769,                0.85532,                0.89854,                0.43417,                 2.0197,                0.90958,                 1.7871,              0.0014258,              0.0014258,              0.0014258
                    148,                 1.0846,                 0.7911,                 1.2428,                0.90271,                0.83333,                0.89749,                0.45192,                 1.9004,                 1.0747,                 1.6856,              0.0014218,              0.0014218,              0.0014218
                    149,                 1.1039,                0.79666,                 1.2629,                0.83706,                0.88333,                0.89763,                0.44283,                 1.9763,                   1.06,                 1.7201,              0.0014179,              0.0014179,              0.0014179
                    150,                 1.0575,                0.74207,                 1.2173,                0.96082,                0.81754,                0.87566,                 0.4402,                  1.905,                0.94361,                  1.655,              0.0014139,              0.0014139,              0.0014139
                    151,                 1.1267,                0.81258,                 1.2551,                0.90123,                    0.8,                0.89806,                0.43786,                 1.9812,                 1.0199,                 1.6933,                0.00141,                0.00141,                0.00141
                    152,                  1.114,                0.78332,                  1.267,                0.85339,                0.87318,                0.87475,                0.43802,                  1.946,                  1.051,                 1.7257,               0.001406,               0.001406,               0.001406
                    153,                 1.0904,                0.75943,                 1.2399,                0.83878,                0.88333,                0.88827,                0.44188,                 1.8643,                 1.0291,                 1.6627,               0.001402,               0.001402,               0.001402
                    154,                 1.0815,                0.75988,                 1.2467,                0.85196,                    0.9,                0.90845,                0.44984,                 1.9483,                0.97477,                 1.6973,              0.0013981,              0.0013981,              0.0013981
                    155,                 1.0358,                0.73713,                 1.2107,                 0.9523,                0.78333,                 0.8951,                0.45051,                 1.9262,                0.96631,                 1.6214,              0.0013941,              0.0013941,              0.0013941
                    156,                  1.034,                0.74772,                 1.2022,                0.91102,                0.85326,                0.90165,                0.43855,                 2.0648,                0.88535,                 1.8158,              0.0013902,              0.0013902,              0.0013902
                    157,                  1.043,                0.72053,                   1.22,                0.98195,                0.81667,                0.91215,                0.44656,                 2.0438,                0.94208,                 1.8284,              0.0013862,              0.0013862,              0.0013862
                    158,                 1.0294,                0.71806,                 1.1882,                 0.9379,                0.83333,                0.89259,                0.43321,                 2.0227,                0.92823,                 1.8059,              0.0013822,              0.0013822,              0.0013822
                    159,                 1.0644,                0.75717,                 1.2169,                0.94703,                0.81667,                0.87832,                0.44598,                  1.979,                 1.0858,                 1.7209,              0.0013783,              0.0013783,              0.0013783
                    160,                 1.0454,                0.74637,                  1.211,                0.95617,                   0.85,                0.91836,                0.47092,                 1.8736,                  1.009,                 1.6549,              0.0013743,              0.0013743,              0.0013743
                    161,                 1.0733,                0.73332,                 1.2219,                0.92712,                0.84812,                0.92068,                0.44081,                 2.0143,                 1.0046,                 1.7941,              0.0013704,              0.0013704,              0.0013704
                    162,                 1.0719,                0.76271,                  1.224,                0.88055,                0.86667,                0.87889,                0.44427,                 2.0615,                0.97412,                 1.7552,              0.0013664,              0.0013664,              0.0013664
                    163,                 1.0673,                 0.7548,                 1.2063,                0.94749,                0.81667,                0.89389,                0.43702,                 2.0481,                 0.9695,                 1.8196,              0.0013624,              0.0013624,              0.0013624
                    164,                 1.0833,                0.75969,                  1.236,                0.88489,                0.86667,                 0.8986,                0.41791,                 2.0614,                 1.2549,                 1.7975,              0.0013585,              0.0013585,              0.0013585
                    165,                 1.0735,                0.75656,                 1.2285,                0.88693,                   0.85,                0.86778,                0.38771,                 2.1736,                 1.0165,                 1.8694,              0.0013545,              0.0013545,              0.0013545
                    166,                 1.1057,                0.77755,                 1.2321,                0.94133,                0.81667,                0.89812,                0.43804,                 2.0446,                 1.0035,                 1.8182,              0.0013506,              0.0013506,              0.0013506
                    167,                 1.0583,                0.76497,                 1.2198,                 0.8871,                0.86667,                0.88523,                0.41754,                 1.9195,                 1.0779,                 1.7298,              0.0013466,              0.0013466,              0.0013466
                    168,                 1.0489,                0.75544,                  1.212,                0.88575,                0.83333,                0.87102,                0.43858,                 1.9838,                 0.9806,                 1.7584,              0.0013426,              0.0013426,              0.0013426
                    169,                 1.0564,                0.75415,                 1.2117,                0.89404,                0.84381,                0.90536,                0.44786,                 2.0644,                 1.3498,                 1.7994,              0.0013387,              0.0013387,              0.0013387
                    170,                  1.023,                0.72045,                 1.1958,                0.94171,                0.88333,                0.90916,                0.46185,                 2.0106,                0.96881,                 1.7526,              0.0013347,              0.0013347,              0.0013347
                    171,                  1.029,                0.72207,                  1.205,                0.94212,                0.81389,                0.87322,                0.45515,                  1.849,                0.92624,                 1.6634,              0.0013308,              0.0013308,              0.0013308
                    172,                 1.0102,                0.69292,                 1.1744,                0.88868,                0.86667,                0.87509,                0.44005,                 2.0079,                0.91483,                 1.8168,              0.0013268,              0.0013268,              0.0013268
                    173,                  1.003,                0.70514,                 1.1753,                0.92403,                   0.85,                0.89499,                0.46014,                 1.9396,                 0.9585,                 1.7075,              0.0013228,              0.0013228,              0.0013228
                    174,                 1.0419,                0.75587,                 1.2151,                0.91335,                0.87847,                0.89169,                0.43157,                 2.1123,                 1.0626,                 1.9012,              0.0013189,              0.0013189,              0.0013189
                    175,                 1.0152,                 0.7005,                 1.2015,                0.96208,                   0.85,                0.89646,                0.45681,                 1.9385,                 1.1332,                 1.7275,              0.0013149,              0.0013149,              0.0013149
                    176,                  1.054,                0.72743,                  1.221,                0.91402,                0.88333,                0.89868,                0.44005,                 2.2595,                 1.0226,                 2.1196,               0.001311,               0.001311,               0.001311
                    177,                 1.0318,                0.74149,                 1.2053,                0.95417,                    0.9,                0.91086,                0.44727,                 2.1125,                 1.0356,                 1.8527,               0.001307,               0.001307,               0.001307
                    178,                 1.0078,                0.70604,                 1.1924,                0.94616,                   0.85,                0.89508,                0.44832,                 2.0224,                0.88345,                 1.7768,               0.001303,               0.001303,               0.001303
                    179,                 1.0012,                0.70904,                 1.1849,                0.88073,                0.86667,                0.88362,                0.42315,                 1.8462,                 1.0952,                 1.7133,              0.0012991,              0.0012991,              0.0012991
                    180,                 1.0337,                0.70252,                 1.2063,                0.90317,                   0.85,                0.90533,                0.43522,                 2.2216,                0.96682,                 2.0435,              0.0012951,              0.0012951,              0.0012951
                    181,                 1.0087,                0.71945,                 1.1787,                0.95835,                   0.85,                0.89109,                0.45426,                 1.9559,                0.92358,                 1.7586,              0.0012912,              0.0012912,              0.0012912
                    182,                 1.0192,                0.73679,                 1.2021,                0.91295,                0.87405,                0.91468,                0.42201,                 2.0021,                0.95486,                 1.7806,              0.0012872,              0.0012872,              0.0012872
                    183,                0.97281,                0.69668,                  1.173,                0.96198,                    0.9,                0.93379,                0.44444,                 2.1304,                0.93261,                 1.9135,              0.0012832,              0.0012832,              0.0012832
                    184,                 1.0088,                0.70839,                  1.197,                 0.8771,                0.73333,                0.80789,                0.37243,                 2.0703,                 1.3053,                 1.7818,              0.0012793,              0.0012793,              0.0012793
                    185,                0.96627,                0.68895,                  1.161,                0.95547,                0.83333,                0.90667,                0.44607,                 2.1798,                0.98445,                 2.0242,              0.0012753,              0.0012753,              0.0012753
                    186,                 1.0125,                0.72398,                 1.2093,                  0.927,                0.84666,                0.89246,                0.42455,                 2.1058,                 1.0478,                 1.9611,              0.0012714,              0.0012714,              0.0012714
                    187,                 1.0017,                0.70035,                 1.1974,                 0.9576,                   0.85,                0.89184,                0.44889,                 2.1565,                 1.0568,                 1.9742,              0.0012674,              0.0012674,              0.0012674
                    188,                 1.0117,                 0.7363,                 1.2121,                0.92372,                   0.85,                0.90316,                0.44621,                 2.1972,                 1.1803,                 2.0189,              0.0012634,              0.0012634,              0.0012634
                    189,                0.99656,                0.70965,                 1.1865,                0.92932,                0.87664,                0.91534,                0.47216,                  2.127,                0.92918,                 1.9891,              0.0012595,              0.0012595,              0.0012595
                    190,                0.97193,                0.68429,                 1.1771,                 0.9758,                0.81667,                0.89331,                0.48263,                 2.0636,                0.84783,                 1.8921,              0.0012555,              0.0012555,              0.0012555
                    191,                 1.0096,                0.68767,                 1.1988,                0.97858,                0.81667,                0.86751,                0.45644,                 2.0818,                0.96115,                 1.8229,              0.0012516,              0.0012516,              0.0012516
                    192,                0.99159,                0.69672,                 1.1717,                 0.9431,                0.88333,                0.90384,                 0.4469,                 2.0041,                0.90482,                 1.7359,              0.0012476,              0.0012476,              0.0012476
                    193,                0.99016,                0.67783,                 1.1651,                0.95538,                0.83333,                0.89859,                0.46001,                 2.0123,                0.94406,                  1.744,              0.0012436,              0.0012436,              0.0012436
                    194,                 1.0085,                0.70677,                 1.1874,                0.91972,                   0.85,                0.87437,                0.44422,                 2.0055,                0.92329,                 1.7082,              0.0012397,              0.0012397,              0.0012397
                    195,                  1.015,                0.70584,                 1.1887,                 0.8812,                    0.9,                 0.8919,                0.44784,                 2.0593,                0.93987,                  1.825,              0.0012357,              0.0012357,              0.0012357
                    196,                0.96443,                0.65882,                 1.1685,                 0.9135,                0.88333,                0.91237,                 0.4463,                 1.9348,                0.90912,                 1.7847,              0.0012318,              0.0012318,              0.0012318
                    197,                0.97301,                0.66637,                  1.173,                0.92759,                0.85405,                0.89024,                0.45042,                  1.957,                0.90865,                 1.7751,              0.0012278,              0.0012278,              0.0012278
                    198,                0.98697,                0.69352,                 1.1675,                      1,                0.79501,                0.89856,                0.45169,                 2.1407,                0.90582,                 1.9074,              0.0012238,              0.0012238,              0.0012238
                    199,                0.99664,                0.68989,                 1.1758,                 0.9867,                0.83333,                0.91555,                0.47128,                 1.8618,                0.90185,                 1.6846,              0.0012199,              0.0012199,              0.0012199
                    200,                0.96099,                 0.6626,                 1.1557,                0.99115,                0.88333,                0.91296,                0.43935,                 2.1282,                 0.9062,                 1.9107,              0.0012159,              0.0012159,              0.0012159
                    201,                0.97123,                0.67928,                 1.1429,                0.96353,                0.88071,                0.91656,                0.43807,                 2.0332,                0.87536,                  1.774,               0.001212,               0.001212,               0.001212
                    202,                0.97238,                0.67826,                 1.1601,                0.96598,                0.83333,                0.88297,                0.43233,                  1.927,                 1.2791,                 1.7658,               0.001208,               0.001208,               0.001208
                    203,                0.96823,                 0.7002,                 1.1655,                0.92259,                0.79458,                 0.8542,                0.42851,                 2.0303,                 1.3774,                 1.8416,               0.001204,               0.001204,               0.001204
                    204,                0.96435,                0.67447,                 1.1572,                0.95968,                0.79347,                0.85176,                0.42834,                 2.0509,                 1.0563,                 1.9139,              0.0012001,              0.0012001,              0.0012001
                    205,                0.94512,                0.67389,                 1.1524,                0.92543,                0.81667,                 0.8794,                0.42438,                  2.227,                0.98973,                 2.0638,              0.0011961,              0.0011961,              0.0011961
                    206,                 0.9544,                0.66668,                  1.142,                0.95936,                0.78688,                0.88977,                0.43206,                 1.8375,                 1.0551,                 1.6651,              0.0011922,              0.0011922,              0.0011922
                    207,                0.97861,                0.67585,                 1.1717,                0.98071,                0.84739,                0.89726,                0.41335,                 1.9699,                 1.1039,                 1.7832,              0.0011882,              0.0011882,              0.0011882
                    208,                0.94139,                0.66922,                 1.1471,                0.97907,                0.86667,                 0.9367,                 0.4429,                 2.0577,                 1.0222,                 1.8066,              0.0011842,              0.0011842,              0.0011842
                    209,                0.94875,                0.65847,                 1.1514,                0.95194,                   0.85,                0.91444,                0.45099,                 2.1111,                 1.0529,                 1.9259,              0.0011803,              0.0011803,              0.0011803
                    210,                0.91431,                0.63808,                 1.1322,                      1,                0.86271,                0.90009,                0.44255,                 1.9216,                0.97386,                 1.7234,              0.0011763,              0.0011763,              0.0011763
                    211,                0.93434,                0.65661,                 1.1269,                0.94416,                 0.8454,                0.90412,                0.44309,                 2.0629,                 1.0256,                 1.8033,              0.0011724,              0.0011724,              0.0011724
                    212,                0.97146,                0.67656,                  1.157,                0.95951,                0.78994,                0.90906,                0.47866,                 1.8319,                0.97171,                 1.6044,              0.0011684,              0.0011684,              0.0011684
                    213,                 0.9183,                0.63266,                 1.1191,                0.93987,                0.81667,                0.90814,                0.45847,                 1.9021,                0.97436,                 1.6518,              0.0011644,              0.0011644,              0.0011644
                    214,                0.90492,                0.64596,                 1.1464,                0.96752,                    0.8,                0.87524,                0.44329,                 1.9293,                0.96456,                    1.7,              0.0011605,              0.0011605,              0.0011605
                    215,                0.90908,                0.62483,                 1.1279,                0.93343,                0.81667,                0.89764,                0.44788,                 1.8307,                0.88579,                 1.6685,              0.0011565,              0.0011565,              0.0011565
                    216,                0.92981,                0.64043,                 1.1348,                0.89299,                0.86667,                0.88596,                0.44477,                 1.8845,                0.97327,                 1.6505,              0.0011526,              0.0011526,              0.0011526
                    217,                0.89692,                0.62194,                 1.1334,                0.94376,                   0.85,                0.88782,                0.45234,                 1.8499,                0.93621,                 1.6801,              0.0011486,              0.0011486,              0.0011486
                    218,                0.93245,                0.63937,                 1.1477,                0.90923,                0.83477,                0.90927,                0.46751,                 1.7839,                0.99789,                 1.5965,              0.0011446,              0.0011446,              0.0011446
                    219,                0.89569,                0.60897,                 1.1186,                0.97954,                   0.85,                0.89859,                0.44953,                 2.0382,                 1.0238,                 1.8839,              0.0011407,              0.0011407,              0.0011407
                    220,                0.90642,                0.63399,                 1.1179,                0.95907,                0.86667,                0.90637,                0.46785,                 1.8701,                0.94722,                 1.6616,              0.0011367,              0.0011367,              0.0011367
                    221,                0.92868,                0.63698,                 1.1289,                0.96244,                0.86667,                0.90264,                0.43747,                 1.8572,                0.84848,                 1.7366,              0.0011328,              0.0011328,              0.0011328
                    222,                0.89914,                0.61178,                 1.1206,                0.94327,                0.88333,                0.91438,                  0.478,                 1.8887,                0.93593,                 1.7076,              0.0011288,              0.0011288,              0.0011288
                    223,                 0.9106,                0.63578,                 1.1248,                0.92855,                    0.9,                0.89884,                0.47267,                 1.7921,                0.93742,                 1.5718,              0.0011248,              0.0011248,              0.0011248
                    224,                0.90024,                0.61366,                 1.1096,                0.93306,                0.81667,                 0.9146,                0.47919,                 1.7253,                0.91576,                 1.5578,              0.0011209,              0.0011209,              0.0011209
                    225,                0.91196,                 0.6451,                 1.1261,                 0.9605,                0.81065,                0.89074,                0.45297,                 1.9776,                 1.0224,                 1.7169,              0.0011169,              0.0011169,              0.0011169
                    226,                0.87894,                0.61572,                 1.1217,                0.94126,                0.83333,                0.88638,                 0.4645,                 1.9518,                 1.0573,                  1.708,               0.001113,               0.001113,               0.001113
                    227,                0.91038,                0.66542,                 1.1329,                0.96228,                0.85032,                0.90021,                 0.4565,                  1.787,                 1.0893,                 1.5907,               0.001109,               0.001109,               0.001109
                    228,                0.94447,                0.64421,                 1.1455,                 0.9295,                0.78333,                0.85894,                0.41246,                   1.92,                  1.231,                 1.7061,               0.001105,               0.001105,               0.001105
                    229,                0.91126,                0.62398,                 1.1225,                0.92414,                0.81224,                0.87991,                0.44837,                 2.0791,                 1.0084,                 1.8016,              0.0011011,              0.0011011,              0.0011011
                    230,                 0.8684,                0.61132,                  1.104,                0.94129,                0.81667,                 0.8848,                0.44327,                 1.9559,                 1.1245,                 1.7315,              0.0010971,              0.0010971,              0.0010971
                    231,                0.85786,                0.58602,                 1.0806,                0.94444,                0.84989,                0.88354,                0.46092,                  1.892,                0.93034,                  1.732,              0.0010932,              0.0010932,              0.0010932
                    232,                0.87775,                 0.6031,                 1.1218,                0.87802,                   0.85,                0.88215,                0.46066,                 1.8804,                0.95521,                 1.7266,              0.0010892,              0.0010892,              0.0010892
                    233,                0.87726,                0.60166,                  1.102,                0.95649,                   0.85,                0.87183,                0.48772,                  1.655,                0.92996,                 1.5439,              0.0010852,              0.0010852,              0.0010852
                    234,                0.88209,                0.61278,                 1.1048,                 0.9228,                0.86667,                0.88378,                0.47827,                 1.7103,                0.95182,                 1.5444,              0.0010813,              0.0010813,              0.0010813
                    235,                0.86922,                0.58957,                 1.0794,                0.92946,                 0.8785,                0.91132,                0.45995,                 1.9595,                 1.5048,                 1.6889,              0.0010773,              0.0010773,              0.0010773
                    236,                0.89283,                0.60911,                 1.1118,                0.92956,                0.87976,                0.91758,                 0.4686,                 1.7518,                 1.4774,                 1.5796,              0.0010734,              0.0010734,              0.0010734
                    237,                0.88276,                0.62486,                 1.1124,                0.95278,                0.81667,                0.90435,                0.46429,                 2.0179,                 1.0666,                 1.7685,              0.0010694,              0.0010694,              0.0010694
                    238,                0.87911,                0.60254,                  1.105,                0.92442,                0.81548,                 0.8896,                0.44644,                 2.0065,                 1.2529,                 1.7349,              0.0010654,              0.0010654,              0.0010654
                    239,                0.87257,                0.60289,                 1.1045,                0.93496,                0.83333,                 0.8814,                 0.4492,                 1.9769,                 1.0291,                 1.7165,              0.0010615,              0.0010615,              0.0010615
                    240,                0.88938,                0.62319,                  1.108,                0.96215,                0.84745,                0.88644,                0.43491,                 1.9764,                 1.0243,                  1.711,              0.0010575,              0.0010575,              0.0010575
                    241,                0.87473,                0.59469,                 1.1111,                0.98104,                0.86229,                0.90759,                0.43509,                 2.0011,                 1.0288,                 1.7909,              0.0010536,              0.0010536,              0.0010536
                    242,                0.84681,                0.60575,                 1.0902,                0.95915,                0.86667,                0.90952,                0.42909,                 2.0805,                 1.1867,                  1.822,              0.0010496,              0.0010496,              0.0010496
                    243,                0.87185,                0.59806,                 1.0968,                0.94211,                   0.85,                0.89818,                0.43467,                 2.0609,                 1.0411,                 1.8556,              0.0010456,              0.0010456,              0.0010456
                    244,                0.88401,                0.61706,                 1.1093,                0.98027,                 0.8281,                 0.9082,                0.44172,                 1.9002,                0.87689,                 1.7209,              0.0010417,              0.0010417,              0.0010417
                    245,                0.85542,                0.60723,                 1.0975,                0.93973,                0.83333,                0.87876,                0.45374,                 1.8343,                 1.0141,                 1.6724,              0.0010377,              0.0010377,              0.0010377
                    246,                0.85934,                0.60564,                 1.1139,                0.91958,                   0.85,                0.90312,                0.44035,                 1.9241,                0.94872,                 1.8023,              0.0010338,              0.0010338,              0.0010338
                    247,                0.88707,                0.61124,                 1.1182,                 0.9344,                   0.85,                0.89382,                0.45177,                 1.8447,                0.86075,                 1.6985,              0.0010298,              0.0010298,              0.0010298
                    248,                 0.8435,                0.59818,                 1.0906,                0.96602,                0.83333,                0.88716,                0.43834,                 1.8757,                0.88875,                 1.6798,              0.0010258,              0.0010258,              0.0010258
                    249,                0.87152,                0.59825,                 1.1047,                0.95275,                0.83333,                 0.8876,                0.43345,                  1.916,                0.91587,                 1.7485,              0.0010219,              0.0010219,              0.0010219
                    250,                0.87445,                0.58815,                 1.1003,                0.97345,                0.76667,                0.87365,                0.43315,                 2.0352,                0.97371,                 1.7959,              0.0010179,              0.0010179,              0.0010179
                    251,                0.86305,                0.58458,                 1.0995,                0.95514,                0.83333,                0.89031,                 0.4178,                 2.0889,                0.89531,                 1.9191,               0.001014,               0.001014,               0.001014
                    252,                0.87284,                0.59478,                 1.1044,                0.98051,                0.83834,                0.88823,                 0.4366,                 1.9485,                 1.0547,                 1.7482,                0.00101,                0.00101,                0.00101
                    253,                0.85154,                 0.6028,                 1.1022,                  0.961,                0.82145,                0.88385,                0.46164,                 1.7359,                 1.0195,                 1.6451,               0.001006,               0.001006,               0.001006
                    254,                0.85649,                0.58856,                 1.0963,                0.92772,                0.86667,                0.88177,                0.45378,                 2.0222,                0.97526,                 1.8493,              0.0010021,              0.0010021,              0.0010021
                    255,                 0.8441,                0.59992,                 1.0835,                0.97308,                0.81667,                0.86293,                 0.4468,                 1.9427,                 1.1008,                 1.7511,             0.00099812,             0.00099812,             0.00099812
                    256,                0.80146,                0.56169,                 1.0687,                0.92676,                0.84367,                 0.8735,                0.43936,                 1.7314,                  1.371,                  1.631,             0.00099416,             0.00099416,             0.00099416
                    257,                0.84594,                0.59942,                 1.0894,                0.92606,                0.83503,                 0.9005,                0.45854,                 1.6828,                  1.254,                 1.6132,              0.0009902,              0.0009902,              0.0009902
                    258,                0.86422,                0.61123,                 1.0959,                0.94765,                0.81667,                0.89059,                0.46102,                 1.7378,                 1.1417,                  1.577,             0.00098624,             0.00098624,             0.00098624
                    259,                0.85341,                0.57406,                 1.0922,                0.95836,                0.83333,                0.88209,                0.45121,                 1.7736,                 1.0152,                  1.612,             0.00098228,             0.00098228,             0.00098228
                    260,                0.81371,                0.57451,                 1.0822,                0.94769,                    0.8,                 0.8909,                0.44729,                 1.8006,                 1.0927,                 1.6073,             0.00097832,             0.00097832,             0.00097832
                    261,                0.86028,                  0.577,                 1.1012,                0.92631,                0.83809,                0.91509,                 0.4459,                 1.9551,                0.91815,                 1.7264,             0.00097436,             0.00097436,             0.00097436
                    262,                0.82707,                0.60313,                  1.085,                0.86146,                0.82911,                0.88562,                0.43575,                 1.8374,                0.94421,                 1.6666,              0.0009704,              0.0009704,              0.0009704
                    263,                0.84762,                0.58708,                 1.0987,                0.95406,                   0.85,                0.88251,                0.44741,                 1.7495,                0.97249,                 1.6375,             0.00096644,             0.00096644,             0.00096644
                    264,                0.84531,                0.58558,                 1.1041,                0.89549,                 0.8569,                0.89253,                0.44476,                  1.956,                0.97389,                  1.753,             0.00096248,             0.00096248,             0.00096248
                    265,                0.82856,                0.57258,                 1.0908,                0.98036,                0.83181,                0.91123,                0.45293,                 1.7957,                 1.0013,                 1.6419,             0.00095852,             0.00095852,             0.00095852
                    266,                0.82146,                0.59192,                   1.09,                0.96148,                0.83333,                0.89543,                0.44097,                 1.5999,                 1.2254,                 1.6098,             0.00095456,             0.00095456,             0.00095456
                    267,                0.81474,                0.55833,                 1.0655,                0.99736,                   0.85,                0.90545,                 0.4494,                 1.6939,                 1.2334,                 1.6036,              0.0009506,              0.0009506,              0.0009506
                    268,                0.79675,                0.56603,                 1.0685,                0.97933,                0.83333,                0.88621,                0.43507,                 2.0344,                 1.0996,                 1.8467,             0.00094664,             0.00094664,             0.00094664
                    269,                0.83213,                0.58027,                 1.0757,                0.95603,                0.78333,                0.86881,                0.43981,                 1.9214,                 1.4299,                 1.7248,             0.00094268,             0.00094268,             0.00094268
                    270,                0.83712,                0.58463,                 1.0912,                0.96054,                0.81145,                0.87372,                0.43863,                 2.0135,                 1.4461,                 1.7869,             0.00093872,             0.00093872,             0.00093872
                    271,                0.82611,                0.54993,                 1.0703,                 0.9771,                0.86667,                0.91882,                0.45489,                  2.272,                0.99523,                 2.0477,             0.00093476,             0.00093476,             0.00093476
                    272,                0.83404,                0.57174,                 1.0799,                0.89275,                0.86667,                0.90805,                0.45208,                 1.8864,                 1.1681,                 1.7186,              0.0009308,              0.0009308,              0.0009308
                    273,                0.82339,                0.58288,                 1.0784,                0.97214,                    0.8,                 0.8823,                0.44895,                 1.7852,                 1.1533,                 1.6204,             0.00092684,             0.00092684,             0.00092684
                    274,                0.82215,                0.55484,                 1.0778,                0.96278,                0.86231,                0.91175,                0.45395,                 1.8796,                0.98552,                 1.6772,             0.00092288,             0.00092288,             0.00092288
                    275,                0.80086,                0.53985,                 1.0557,                0.95715,                0.83333,                0.89031,                0.45929,                 1.9928,                 1.0536,                  1.779,             0.00091892,             0.00091892,             0.00091892
                    276,                0.85295,                0.59486,                 1.0925,                0.94284,                0.82479,                0.87836,                0.43361,                 1.9192,                 1.4943,                 1.7065,             0.00091496,             0.00091496,             0.00091496
                    277,                0.80229,                0.55094,                 1.0621,                0.97626,                0.81667,                0.88192,                0.43755,                   1.89,                 1.4998,                 1.6748,               0.000911,               0.000911,               0.000911
                    278,                0.81548,                0.56316,                 1.0672,                0.92416,                0.83333,                0.90029,                0.45154,                 2.0361,                 1.1339,                 1.7574,             0.00090704,             0.00090704,             0.00090704
                    279,                0.84209,                0.58886,                 1.0932,                0.89735,                    0.9,                0.91789,                0.47612,                 1.8742,                 1.9522,                 1.6952,             0.00090308,             0.00090308,             0.00090308
                    280,                0.81442,                0.55706,                 1.0637,                0.96893,                0.83333,                0.87961,                0.44011,                 1.9536,                 1.4224,                   1.76,             0.00089912,             0.00089912,             0.00089912
                    281,                 0.8094,                0.55855,                  1.074,                 0.9212,                   0.85,                0.89024,                0.42567,                 2.0178,                 1.2925,                 1.7324,             0.00089516,             0.00089516,             0.00089516
                    282,                0.79007,                0.54139,                 1.0599,                 0.9433,                0.83184,                0.89198,                0.44224,                 2.1063,                 1.0344,                 1.8582,              0.0008912,              0.0008912,              0.0008912
                    283,                0.81983,                0.57092,                 1.0771,                0.94333,                0.83235,                0.88557,                0.42825,                 2.0726,                   1.08,                 1.8483,             0.00088724,             0.00088724,             0.00088724
                    284,                0.80481,                0.55817,                 1.0753,                0.94219,                0.81491,                0.86037,                0.42582,                 2.0573,                 1.3148,                 1.9442,             0.00088328,             0.00088328,             0.00088328
                    285,                0.77484,                0.52309,                 1.0598,                0.96207,                0.84545,                0.87572,                0.41188,                 2.0402,                0.94147,                 1.8956,             0.00087932,             0.00087932,             0.00087932
                    286,                0.78913,                 0.5648,                 1.0683,                 0.9733,                   0.85,                0.88295,                0.43046,                 2.1639,                 1.0552,                 1.9607,             0.00087536,             0.00087536,             0.00087536
                    287,                0.77868,                0.53039,                 1.0454,                0.92756,                0.83333,                0.88357,                0.43345,                 2.1601,                0.97947,                 2.0281,              0.0008714,              0.0008714,              0.0008714
                    288,                0.79805,                0.55105,                  1.064,                0.92322,                0.83333,                0.87854,                0.43702,                 2.0318,                 1.0914,                 1.8756,             0.00086744,             0.00086744,             0.00086744
                    289,                0.75982,                 0.5296,                 1.0432,                0.95719,                0.81667,                0.89267,                0.45048,                 1.9521,                0.92669,                 1.7653,             0.00086348,             0.00086348,             0.00086348
                    290,                 0.7698,                0.52479,                 1.0555,                0.97597,                0.81667,                0.88815,                0.46188,                   1.89,                 1.0502,                 1.7489,             0.00085952,             0.00085952,             0.00085952
                    291,                0.77708,                0.53281,                  1.065,                0.97993,                0.81393,                0.89745,                0.45417,                 1.9845,                 1.3666,                 1.8276,             0.00085556,             0.00085556,             0.00085556
                    292,                0.78221,                0.54993,                 1.0453,                0.96143,                 0.8309,                0.90379,                0.45794,                 2.1373,                 1.2288,                 1.9184,              0.0008516,              0.0008516,              0.0008516
                    293,                0.77316,                0.54038,                 1.0582,                0.92833,                0.86362,                0.89378,                0.46728,                 2.0792,                 1.3373,                 1.8879,             0.00084764,             0.00084764,             0.00084764
                    294,                0.76271,                0.52326,                 1.0473,                0.99056,                    0.8,                0.91318,                0.45978,                 2.0042,                 1.5046,                  1.792,             0.00084368,             0.00084368,             0.00084368
                    295,                0.77653,                0.53831,                 1.0551,                0.97433,                0.83333,                0.89286,                0.44481,                  2.108,                 1.4172,                 1.9303,             0.00083972,             0.00083972,             0.00083972
                    296,                0.78816,                0.53634,                 1.0547,                0.98034,                0.83102,                0.88431,                0.45916,                 1.9833,                 1.4597,                  1.806,             0.00083576,             0.00083576,             0.00083576
                    297,                0.78727,                0.52866,                 1.0601,                0.98073,                0.84815,                0.89153,                0.45183,                 1.9687,                 1.3021,                 1.8446,              0.0008318,              0.0008318,              0.0008318
                    298,                0.76389,                 0.5323,                 1.0483,                0.98033,                0.83077,                0.88226,                0.45372,                 1.7759,                 1.0292,                 1.6931,             0.00082784,             0.00082784,             0.00082784
                    299,                0.77802,                0.53582,                 1.0501,                0.96265,                 0.8591,                0.88568,                0.45488,                 1.8711,                0.90505,                  1.755,             0.00082388,             0.00082388,             0.00082388
