                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                 1.9583,                 1.8247,                 2.3077,                 0.6032,                0.63918,                0.64817,                0.31501,                 1.9315,                 1.8008,                 2.2454,              0.0014852,              0.0014852,              0.0014852
                     29,                 1.9514,                 1.7868,                 2.3092,                0.70518,                0.53608,                 0.5622,                 0.2452,                 2.0911,                 2.0367,                 2.3299,              0.0014654,              0.0014654,              0.0014654
                     30,                 1.9182,                 1.7369,                  2.267,                0.77907,                0.81443,                0.80621,                0.35394,                 1.8191,                  1.693,                 2.1467,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.8686,                 1.7071,                 2.2223,                0.80267,                0.78351,                0.81808,                0.40332,                 1.7712,                 1.5861,                 2.1439,              0.0014258,              0.0014258,              0.0014258
                     32,                 1.8437,                 1.6768,                 2.2099,                0.76894,                0.65979,                0.75713,                0.37556,                 1.8282,                 1.5578,                 2.1786,               0.001406,               0.001406,               0.001406
                     33,                 1.8522,                 1.6598,                 2.1862,                0.83334,                 0.7732,                0.86129,                0.45475,                 1.6597,                 1.2497,                 2.0438,              0.0013862,              0.0013862,              0.0013862
                     34,                 1.8538,                 1.6601,                 2.2082,                0.55028,                0.68041,                0.64052,                0.32271,                 1.7641,                 1.9088,                 2.1527,              0.0013664,              0.0013664,              0.0013664
                     35,                 1.8213,                 1.6507,                  2.205,                0.82329,                0.76853,                0.84718,                0.41132,                 1.7404,                 1.5311,                 2.0299,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.8074,                    1.6,                 2.1604,                0.79104,                 0.7732,                0.86282,                0.47699,                 1.5489,                 1.3492,                 1.9144,              0.0013268,              0.0013268,              0.0013268
                     37,                 1.7519,                 1.5352,                 2.1003,                0.77758,                0.64876,                0.77951,                0.37289,                 1.7475,                 1.4912,                 2.1077,               0.001307,               0.001307,               0.001307
                     38,                 1.7783,                 1.5562,                 2.0999,                0.92272,                0.86165,                0.89936,                0.49464,                 1.5708,                 1.2495,                 1.9697,              0.0012872,              0.0012872,              0.0012872
                     39,                 1.7321,                 1.5629,                 2.1106,                0.83049,                0.85865,                0.89719,                0.50034,                 1.5533,                 1.2377,                 1.8872,              0.0012674,              0.0012674,              0.0012674
                     40,                 1.6691,                 1.4824,                 2.0656,                0.79189,                0.82382,                0.85802,                0.44914,                 1.6394,                 1.3774,                 1.9671,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.7309,                 1.5004,                 2.0923,                0.65379,                0.72165,                 0.7517,                0.38149,                 1.8225,                  1.523,                 2.1472,              0.0012278,              0.0012278,              0.0012278
                     42,                   1.69,                 1.4616,                 2.0511,                0.78815,                0.79381,                0.85223,                0.48122,                 1.5269,                 1.2073,                 1.8789,               0.001208,               0.001208,               0.001208
                     43,                 1.6691,                  1.452,                 2.0391,                0.78501,                0.79055,                0.83231,                0.45363,                 1.5265,                 1.4408,                 1.8653,              0.0011882,              0.0011882,              0.0011882
                     44,                 1.6113,                 1.3926,                 1.9789,                0.91076,                0.73196,                0.89327,                0.47238,                 1.5699,                 1.2492,                 1.9649,              0.0011684,              0.0011684,              0.0011684
                     45,                   1.64,                 1.3712,                 1.9753,                0.84555,                0.73196,                0.83856,                0.47878,                 1.5999,                 1.4461,                  1.964,              0.0011486,              0.0011486,              0.0011486
                     46,                 1.6228,                 1.3725,                 2.0173,                0.80548,                 0.8866,                0.88557,                0.48247,                 1.5954,                 1.1861,                 2.0002,              0.0011288,              0.0011288,              0.0011288
                     47,                 1.6275,                 1.3609,                 1.9698,                0.80395,                0.80412,                 0.8461,                0.45903,                 1.5613,                 1.2999,                 1.9144,               0.001109,               0.001109,               0.001109
                     48,                 1.6111,                 1.3987,                 1.9847,                0.90172,                0.85129,                0.92307,                0.51004,                 1.5625,                 1.1086,                 1.9227,              0.0010892,              0.0010892,              0.0010892
                     49,                 1.6004,                 1.3573,                   1.96,                0.86008,                0.88719,                0.92411,                 0.5373,                 1.4384,                 1.0984,                 1.7933,              0.0010694,              0.0010694,              0.0010694
                     50,                 1.5416,                 1.3108,                 1.9213,                0.89777,                0.83505,                0.90311,                0.50034,                   1.63,                 1.1246,                  1.892,              0.0010496,              0.0010496,              0.0010496
                     51,                 1.4965,                 1.2936,                 1.8843,                0.93977,                0.87629,                0.91532,                0.51142,                 1.6483,                 1.1139,                 1.9303,              0.0010298,              0.0010298,              0.0010298
                     52,                 1.5427,                  1.234,                 1.8766,                0.86772,                0.86598,                0.92211,                0.55985,                 1.4229,                 1.0789,                 1.7898,                0.00101,                0.00101,                0.00101
                     53,                  1.521,                 1.2642,                 1.8859,                0.84846,                 0.8866,                0.91866,                0.50551,                 1.5987,                 1.1595,                 1.8771,              0.0009902,              0.0009902,              0.0009902
                     54,                 1.5267,                 1.2547,                 1.8907,                0.85506,                0.85147,                0.93201,                0.53471,                 1.5016,                  1.145,                 1.8168,              0.0009704,              0.0009704,              0.0009704
                     55,                 1.5373,                  1.296,                 1.9081,                 0.8445,                0.86598,                 0.9318,                0.53592,                 1.4624,                 1.0084,                  1.838,              0.0009506,              0.0009506,              0.0009506
                     56,                 1.4991,                 1.2495,                 1.8524,                0.84196,                0.86598,                0.92238,                0.58388,                 1.4053,                0.99516,                 1.7598,              0.0009308,              0.0009308,              0.0009308
                     57,                 1.4548,                 1.2213,                 1.8343,                0.91915,                0.82043,                0.94048,                0.56509,                 1.3836,                 1.0186,                 1.6909,               0.000911,               0.000911,               0.000911
                     58,                 1.4463,                 1.1813,                 1.8195,                0.90379,                0.87164,                0.93305,                0.54215,                 1.5004,                 1.1449,                 1.8233,              0.0008912,              0.0008912,              0.0008912
                     59,                  1.493,                  1.235,                 1.8468,                0.92453,                0.88405,                0.95895,                0.60429,                 1.3389,                0.93222,                 1.6808,              0.0008714,              0.0008714,              0.0008714
                     60,                 1.4708,                 1.1847,                 1.7672,                0.93111,                0.83609,                0.92127,                0.51312,                 1.4305,                 1.0801,                 1.7349,              0.0008516,              0.0008516,              0.0008516
                     61,                 1.4578,                 1.1879,                 1.7904,                0.96544,                0.89691,                0.94956,                0.52872,                 1.5525,                0.99048,                 1.9057,              0.0008318,              0.0008318,              0.0008318
                     62,                 1.4348,                 1.1757,                 1.7842,                0.95609,                0.84536,                0.95172,                0.58841,                 1.3659,                0.89652,                 1.7718,               0.000812,               0.000812,               0.000812
                     63,                 1.4381,                 1.1638,                 1.8076,                0.93621,                0.90785,                 0.9567,                0.60425,                  1.338,                0.89541,                 1.6596,              0.0007922,              0.0007922,              0.0007922
                     64,                  1.395,                 1.1323,                 1.7737,                0.93621,                 0.9079,                0.96325,                0.59131,                 1.3046,                0.92991,                 1.6234,              0.0007724,              0.0007724,              0.0007724
                     65,                 1.4258,                 1.1148,                  1.761,                0.90389,                0.91753,                0.95358,                0.59245,                 1.3951,                0.90589,                 1.7217,              0.0007526,              0.0007526,              0.0007526
                     66,                 1.4667,                 1.2041,                 1.8113,                0.93746,                0.92725,                0.95843,                 0.6201,                  1.329,                0.86297,                 1.6684,              0.0007328,              0.0007328,              0.0007328
                     67,                 1.3585,                 1.1055,                 1.7388,                0.91751,                0.91729,                 0.9568,                0.61376,                 1.3447,                 0.8727,                 1.6602,               0.000713,               0.000713,               0.000713
                     68,                 1.3698,                 1.0787,                 1.7144,                0.88457,                0.92784,                0.95223,                0.58346,                 1.3599,                0.85072,                 1.6539,              0.0006932,              0.0006932,              0.0006932
                     69,                 1.4124,                 1.1198,                 1.7759,                0.94006,                0.91753,                0.95607,                0.59113,                  1.349,                0.86604,                 1.6373,              0.0006734,              0.0006734,              0.0006734
                     70,                 1.3373,                 1.0802,                 1.7187,                0.94564,                0.89666,                0.95381,                0.61435,                 1.3188,                0.88622,                 1.6464,              0.0006536,              0.0006536,              0.0006536
                     71,                 1.3416,                 1.0675,                 1.7038,                      1,                 0.8745,                0.95029,                0.58191,                 1.4374,                0.89762,                  1.756,              0.0006338,              0.0006338,              0.0006338
                     72,                 1.3226,                 1.0641,                 1.6884,                0.91119,                0.91753,                0.95675,                0.58242,                 1.3736,                0.82442,                 1.6739,               0.000614,               0.000614,               0.000614
                     73,                 1.3214,                 1.0476,                 1.7133,                0.92457,                0.88463,                0.94865,                0.61547,                  1.268,                0.80458,                 1.6365,              0.0005942,              0.0005942,              0.0005942
                     74,                 1.3113,                 1.0258,                 1.6758,                0.91785,                 0.9215,                0.96634,                0.61745,                 1.3828,                0.81958,                 1.7102,              0.0005744,              0.0005744,              0.0005744
                     75,                 1.3199,                 1.0335,                 1.6693,                0.95716,                0.92126,                0.96984,                 0.6295,                 1.3355,                0.80394,                 1.6539,              0.0005546,              0.0005546,              0.0005546
                     76,                 1.2911,                 1.0195,                 1.6649,                0.90744,                0.90969,                0.95659,                0.59944,                  1.375,                0.82917,                 1.7101,              0.0005348,              0.0005348,              0.0005348
                     77,                  1.334,                 1.0645,                 1.6976,                0.97694,                0.87356,                 0.9647,                0.62701,                 1.2697,                0.76924,                 1.6307,               0.000515,               0.000515,               0.000515
                     78,                 1.2392,                0.96682,                 1.6177,                0.97594,                0.83634,                0.95895,                0.61817,                  1.293,                 0.7848,                 1.6408,              0.0004952,              0.0004952,              0.0004952
                     79,                 1.2865,                0.98906,                 1.6382,                0.92182,                0.93814,                0.96481,                0.59887,                 1.3329,                0.82453,                 1.6114,              0.0004754,              0.0004754,              0.0004754
                     80,                 1.3011,                 1.0126,                 1.6566,                0.95707,                0.89691,                0.95875,                0.59584,                 1.3423,                0.79647,                 1.6772,              0.0004556,              0.0004556,              0.0004556
                     81,                 1.2478,                0.99932,                 1.6343,                0.96727,                0.91416,                0.95998,                0.61034,                 1.3275,                0.78919,                 1.6052,              0.0004358,              0.0004358,              0.0004358
                     82,                 1.2463,                0.97384,                 1.6103,                0.91114,                 0.9514,                0.96153,                0.62965,                 1.2705,                0.76726,                 1.6046,               0.000416,               0.000416,               0.000416
                     83,                 1.2585,                0.95607,                 1.6144,                0.90984,                0.93628,                 0.9661,                 0.6173,                 1.3151,                0.75323,                   1.63,              0.0003962,              0.0003962,              0.0003962
                     84,                 1.2635,                0.97257,                   1.61,                0.88395,                0.93814,                0.97414,                0.62019,                 1.3183,                0.72357,                 1.6466,              0.0003764,              0.0003764,              0.0003764
                     85,                  1.246,                0.94813,                 1.6126,                0.95735,                0.92576,                0.95485,                0.63851,                 1.2589,                0.75361,                 1.5991,              0.0003566,              0.0003566,              0.0003566
                     86,                 1.2409,                0.94448,                 1.6199,                0.98499,                0.90722,                0.96292,                  0.612,                 1.3302,                0.78243,                 1.7053,              0.0003368,              0.0003368,              0.0003368
                     87,                   1.23,                0.96136,                 1.6073,                0.91498,                0.92784,                0.96691,                0.62897,                 1.2978,                0.74888,                 1.6164,               0.000317,               0.000317,               0.000317
                     88,                 1.2737,                0.99446,                 1.6306,                0.97758,                0.89926,                0.97448,                0.63444,                 1.2817,                0.74793,                  1.598,              0.0002972,              0.0002972,              0.0002972
                     89,                 1.2251,                0.96231,                 1.6024,                0.98635,                0.89691,                0.96855,                0.63271,                 1.2668,                0.78656,                 1.5913,              0.0002774,              0.0002774,              0.0002774
                     90,                 1.1974,                0.91344,                 1.5672,                0.93855,                0.94478,                0.96525,                0.63252,                 1.3056,                0.75287,                 1.6248,              0.0002576,              0.0002576,              0.0002576
                     91,                 1.0543,                0.81818,                  1.505,                0.94124,                0.92784,                0.96049,                0.64083,                 1.2822,                 0.7497,                 1.5763,              0.0002378,              0.0002378,              0.0002378
                     92,                 1.0589,                0.76022,                 1.4799,                0.92886,                0.94222,                0.96354,                0.60502,                  1.348,                0.75924,                 1.7315,               0.000218,               0.000218,               0.000218
                     93,                 1.0193,                0.71921,                 1.4436,                 0.9092,                0.94845,                0.96676,                0.63317,                 1.2742,                0.70083,                 1.5999,              0.0001982,              0.0001982,              0.0001982
                     94,                 1.0119,                0.70579,                 1.4394,                0.92593,                0.95876,                0.96045,                0.63785,                 1.2357,                0.68696,                 1.5622,              0.0001784,              0.0001784,              0.0001784
                     95,                  1.018,                0.70631,                   1.46,                0.94872,                0.95365,                0.97103,                0.64384,                 1.2329,                 0.6845,                 1.5598,              0.0001586,              0.0001586,              0.0001586
                     96,                0.99401,                0.69453,                 1.4523,                0.92762,                0.95876,                  0.967,                0.63784,                 1.2804,                0.68596,                 1.6362,              0.0001388,              0.0001388,              0.0001388
                     97,                 1.0008,                0.67676,                  1.438,                0.93985,                0.93814,                0.96495,                0.65144,                  1.262,                0.68027,                 1.6301,               0.000119,               0.000119,               0.000119
                     98,                0.98041,                0.67467,                 1.4461,                0.94768,                0.95876,                0.96871,                0.65649,                 1.2482,                0.67443,                 1.6094,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.95734,                0.66332,                 1.4116,                0.94868,                0.95298,                0.96738,                 0.6626,                  1.236,                0.67312,                 1.5815,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.94333,                0.65468,                 1.4144,                0.94903,                0.94845,                0.96855,                0.65616,                 1.2407,                0.68062,                 1.5961,               5.96e-05,               5.96e-05,               5.96e-05
