                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.94535,                0.66937,                 1.3001,                0.98306,                0.94845,                0.98763,                0.68917,                 1.1344,                 0.5609,                 1.4449,              0.0009968,              0.0009968,              0.0009968
                    155,                0.89609,                0.66422,                 1.2702,                0.94592,                0.97938,                0.98036,                 0.6693,                 1.1708,                0.57359,                  1.437,              0.0009902,              0.0009902,              0.0009902
                    156,                0.95728,                0.66908,                  1.315,                0.95906,                      1,                0.98914,                0.66724,                 1.1938,                0.57755,                 1.4822,              0.0009836,              0.0009836,              0.0009836
                    157,                0.91017,                0.60936,                 1.2737,                0.97619,                0.95876,                0.97629,                0.66131,                 1.1961,                0.58587,                 1.5099,               0.000977,               0.000977,               0.000977
                    158,                0.91098,                0.62315,                 1.2863,                0.95747,                0.92826,                0.96841,                0.63111,                 1.2987,                0.63028,                  1.522,              0.0009704,              0.0009704,              0.0009704
                    159,                0.89068,                0.60319,                 1.2749,                0.98913,                0.97938,                0.98636,                0.66999,                 1.1679,                0.52796,                 1.4812,              0.0009638,              0.0009638,              0.0009638
                    160,                0.89408,                0.63815,                 1.2565,                0.97893,                0.97938,                0.98447,                0.67565,                  1.184,                 0.5416,                 1.4858,              0.0009572,              0.0009572,              0.0009572
                    161,                0.89403,                0.63424,                 1.2533,                0.97443,                0.98969,                0.98871,                0.67222,                 1.1623,                0.50895,                 1.4707,              0.0009506,              0.0009506,              0.0009506
                    162,                 0.8852,                0.59277,                 1.2559,                0.98168,                0.95876,                0.98424,                0.65175,                 1.2534,                 0.5751,                 1.5169,               0.000944,               0.000944,               0.000944
                    163,                0.89541,                0.62819,                 1.2586,                0.96897,                0.95876,                0.98062,                0.65915,                 1.1928,                0.55731,                 1.4843,              0.0009374,              0.0009374,              0.0009374
                    164,                0.92894,                   0.63,                 1.3069,                0.98529,                0.96907,                0.98142,                0.68148,                 1.1521,                0.50983,                 1.4283,              0.0009308,              0.0009308,              0.0009308
                    165,                0.91919,                0.61813,                 1.2856,                0.98956,                0.97737,                0.99134,                0.67874,                 1.1656,                0.51846,                 1.5393,              0.0009242,              0.0009242,              0.0009242
                    166,                0.92126,                0.64141,                 1.2946,                0.98606,                0.97938,                0.99268,                0.67603,                 1.2007,                0.53162,                 1.4866,              0.0009176,              0.0009176,              0.0009176
                    167,                0.90707,                  0.616,                 1.2881,                0.98495,                0.96907,                0.99038,                0.67295,                  1.182,                0.54095,                  1.448,               0.000911,               0.000911,               0.000911
                    168,                0.91769,                0.61869,                 1.2654,                0.97943,                0.98196,                0.98413,                0.67671,                 1.1971,                0.54873,                 1.5217,              0.0009044,              0.0009044,              0.0009044
                    169,                0.91583,                0.62705,                 1.2653,                0.97935,                0.97796,                0.97895,                0.66914,                  1.183,                0.56171,                 1.4741,              0.0008978,              0.0008978,              0.0008978
                    170,                0.89172,                0.61622,                 1.2631,                0.97956,                0.98807,                0.98379,                0.67643,                 1.1336,                0.51708,                 1.4313,              0.0008912,              0.0008912,              0.0008912
                    171,                0.88648,                 0.6098,                 1.2541,                0.96787,                0.96907,                0.98523,                0.68062,                 1.1483,                0.54725,                 1.4475,              0.0008846,              0.0008846,              0.0008846
                    172,                0.88769,                0.62111,                 1.2525,                0.97956,                0.98829,                0.98896,                0.68995,                 1.1071,                0.51243,                 1.4505,               0.000878,               0.000878,               0.000878
                    173,                0.88876,                0.61593,                 1.2671,                0.98946,                0.96819,                0.98352,                0.70795,                 1.1111,                0.50969,                 1.4284,              0.0008714,              0.0008714,              0.0008714
                    174,                0.89066,                0.57987,                 1.2572,                0.97957,                0.98859,                0.99192,                0.69368,                 1.1105,                0.49211,                 1.3977,              0.0008648,              0.0008648,              0.0008648
                    175,                0.88872,                0.60122,                  1.259,                0.98946,                0.96736,                0.98126,                0.67079,                 1.1811,                0.54065,                 1.4722,              0.0008582,              0.0008582,              0.0008582
                    176,                0.88001,                0.58682,                  1.259,                0.98967,                0.98792,                0.99283,                0.67924,                 1.1989,                0.52688,                 1.4831,              0.0008516,              0.0008516,              0.0008516
                    177,                0.89137,                0.59955,                 1.2507,                0.97644,                0.98969,                0.98512,                0.67625,                 1.1624,                0.53347,                 1.4511,               0.000845,               0.000845,               0.000845
                    178,                0.87574,                0.63301,                 1.2638,                0.98947,                0.96855,                0.98078,                0.67653,                 1.1656,                0.54206,                 1.4555,              0.0008384,              0.0008384,              0.0008384
                    179,                0.87777,                0.63346,                 1.2726,                0.98935,                0.95779,                0.98352,                0.67245,                  1.168,                0.52364,                 1.4285,              0.0008318,              0.0008318,              0.0008318
                    180,                0.85523,                0.59624,                 1.2372,                0.98082,                0.96907,                0.98875,                0.68762,                 1.1443,                0.50992,                 1.4391,              0.0008252,              0.0008252,              0.0008252
                    181,                0.87571,                0.60348,                 1.2586,                0.98946,                0.96778,                0.99133,                0.69601,                 1.1601,                0.49368,                 1.4569,              0.0008186,              0.0008186,              0.0008186
                    182,                0.86646,                0.58794,                 1.2294,                0.97499,                0.97938,                0.98501,                0.68924,                 1.1418,                0.51182,                 1.4349,               0.000812,               0.000812,               0.000812
                    183,                0.88059,                0.60329,                 1.2509,                0.96874,                0.97938,                0.98274,                0.68932,                 1.1111,                0.52711,                  1.386,              0.0008054,              0.0008054,              0.0008054
                    184,                0.87314,                0.59791,                 1.2373,                0.97954,                0.98694,                0.98838,                0.69648,                 1.1254,                0.50735,                 1.4536,              0.0007988,              0.0007988,              0.0007988
                    185,                0.88799,                 0.6255,                 1.2693,                 0.9864,                0.97938,                0.98688,                0.68448,                 1.1245,                 0.5329,                 1.4145,              0.0007922,              0.0007922,              0.0007922
                    186,                0.89447,                 0.6005,                 1.2624,                0.98471,                0.98969,                0.98836,                0.69589,                 1.1295,                0.51396,                  1.475,              0.0007856,              0.0007856,              0.0007856
                    187,                0.87281,                0.57029,                 1.2386,                 0.9879,                0.97938,                0.98615,                 0.6805,                 1.1495,                0.52517,                 1.4674,               0.000779,               0.000779,               0.000779
                    188,                0.87682,                 0.6058,                  1.253,                  0.976,                0.97938,                0.98501,                0.68354,                  1.143,                0.52922,                 1.4401,              0.0007724,              0.0007724,              0.0007724
                    189,                0.84579,                0.55955,                 1.2151,                0.98396,                0.95876,                0.98097,                0.69816,                 1.0979,                0.55869,                 1.3883,              0.0007658,              0.0007658,              0.0007658
                    190,                0.87127,                0.58747,                 1.2392,                0.98738,                0.96907,                 0.9907,                0.69673,                 1.0896,                0.50036,                 1.4141,              0.0007592,              0.0007592,              0.0007592
                    191,                0.84856,                0.57839,                  1.228,                0.96735,                0.97938,                0.98486,                0.68843,                 1.1109,                0.52408,                 1.4056,              0.0007526,              0.0007526,              0.0007526
                    192,                0.86172,                0.58226,                 1.2447,                0.98958,                0.97912,                 0.9854,                0.69916,                 1.0918,                0.49487,                 1.3909,               0.000746,               0.000746,               0.000746
                    193,                0.86116,                0.59468,                 1.2532,                0.98625,                0.94845,                0.96881,                 0.6809,                 1.1076,                0.53595,                 1.4217,              0.0007394,              0.0007394,              0.0007394
                    194,                 0.8426,                0.57897,                 1.2292,                0.98769,                0.93814,                0.97148,                0.67507,                 1.1117,                0.54725,                 1.3997,              0.0007328,              0.0007328,              0.0007328
                    195,                0.84033,                0.57833,                  1.253,                0.98956,                0.97689,                 0.9824,                0.67893,                 1.1229,                 0.5095,                 1.4209,              0.0007262,              0.0007262,              0.0007262
                    196,                0.82808,                0.56276,                 1.2163,                0.96967,                0.98867,                0.98582,                0.68077,                 1.1004,                0.51477,                 1.3755,              0.0007196,              0.0007196,              0.0007196
                    197,                0.84466,                0.58519,                 1.2445,                0.97857,                0.98969,                0.98812,                0.67795,                 1.1088,                0.49243,                 1.4067,               0.000713,               0.000713,               0.000713
                    198,                0.86378,                0.58927,                 1.2251,                0.98968,                 0.9882,                0.98592,                 0.6907,                 1.1182,                0.48015,                 1.4326,              0.0007064,              0.0007064,              0.0007064
                    199,                0.88395,                0.57268,                 1.2241,                0.98965,                0.98534,                0.98992,                 0.7019,                  1.083,                0.47466,                 1.3542,              0.0006998,              0.0006998,              0.0006998
                    200,                0.82167,                0.57207,                 1.2164,                0.98592,                0.98969,                0.98638,                0.69016,                 1.1324,                0.50254,                 1.4129,              0.0006932,              0.0006932,              0.0006932
                    201,                0.83952,                0.56395,                 1.2284,                0.96967,                0.98879,                0.98886,                0.71107,                 1.0833,                 0.4686,                 1.4075,              0.0006866,              0.0006866,              0.0006866
                    202,                0.85728,                0.57045,                 1.2456,                0.98732,                0.97938,                0.99264,                0.70552,                 1.0765,                0.48481,                 1.3946,                0.00068,                0.00068,                0.00068
                    203,                0.84952,                0.59425,                 1.2339,                0.97905,                 0.9638,                 0.9882,                0.68696,                 1.1725,                 0.5389,                 1.4671,              0.0006734,              0.0006734,              0.0006734
                    204,                 0.8293,                0.59185,                 1.2476,                0.96698,                0.97938,                0.99044,                0.69004,                 1.1165,                  0.505,                 1.4121,              0.0006668,              0.0006668,              0.0006668
                    205,                0.83705,                0.56199,                 1.2222,                0.97683,                0.96907,                0.99047,                0.67542,                 1.1871,                0.50858,                 1.5092,              0.0006602,              0.0006602,              0.0006602
                    206,                0.82855,                 0.5639,                 1.2316,                0.97747,                0.97938,                0.98217,                0.70293,                 1.1105,                0.50171,                 1.4214,              0.0006536,              0.0006536,              0.0006536
                    207,                0.82727,                 0.5778,                 1.1987,                0.98946,                0.96814,                0.98564,                0.70368,                 1.1074,                0.50273,                 1.4135,               0.000647,               0.000647,               0.000647
                    208,                 0.8718,                0.57738,                 1.2342,                0.98856,                0.96907,                 0.9847,                0.70445,                 1.0813,                0.49886,                 1.3916,              0.0006404,              0.0006404,              0.0006404
                    209,                0.85983,                0.56842,                 1.2216,                0.98731,                0.95876,                0.97444,                0.67411,                 1.1535,                0.55605,                 1.4409,              0.0006338,              0.0006338,              0.0006338
                    210,                 0.8105,                0.54692,                 1.1986,                0.98967,                0.98811,                0.98903,                0.69765,                 1.0849,                0.48159,                 1.3985,              0.0006272,              0.0006272,              0.0006272
                    211,                 0.8337,                 0.5444,                 1.2141,                0.98835,                0.97938,                0.98897,                 0.6968,                 1.0811,                0.47232,                 1.4191,              0.0006206,              0.0006206,              0.0006206
                    212,                0.78224,                0.52889,                 1.1912,                0.96567,                0.98969,                0.99027,                0.70412,                 1.0897,                0.48418,                 1.4018,               0.000614,               0.000614,               0.000614
                    213,                0.82259,                0.56935,                 1.2228,                0.97953,                0.98668,                0.98798,                0.70523,                 1.0898,                0.48266,                 1.3937,              0.0006074,              0.0006074,              0.0006074
                    214,                0.80015,                0.54334,                 1.2004,                0.97955,                0.98755,                0.98378,                0.69708,                 1.1032,                0.48144,                  1.426,              0.0006008,              0.0006008,              0.0006008
                    215,                0.77452,                0.51357,                 1.1843,                0.98966,                0.98704,                0.98902,                0.69447,                 1.1219,                0.49289,                 1.4629,              0.0005942,              0.0005942,              0.0005942
                    216,                0.82023,                0.54745,                 1.2238,                0.98821,                0.97938,                0.98971,                0.70243,                 1.0843,                0.47893,                 1.4113,              0.0005876,              0.0005876,              0.0005876
                    217,                0.84501,                0.57648,                 1.2219,                0.98574,                0.97938,                0.98892,                0.70125,                  1.108,                0.49845,                 1.4247,               0.000581,               0.000581,               0.000581
                    218,                0.83631,                0.55849,                 1.2199,                0.98599,                0.95876,                0.98847,                0.69473,                 1.0823,                0.51075,                 1.3864,              0.0005744,              0.0005744,              0.0005744
                    219,                0.77945,                0.51734,                 1.1781,                0.98958,                0.97866,                0.98561,                0.68853,                 1.1407,                0.52234,                 1.4357,              0.0005678,              0.0005678,              0.0005678
                    220,                0.85288,                 0.5608,                 1.2403,                0.98732,                0.98969,                0.98654,                0.70652,                 1.0791,                0.50676,                 1.3915,              0.0005612,              0.0005612,              0.0005612
                    221,                0.83497,                0.58651,                 1.2279,                0.97848,                0.97938,                0.98572,                0.70418,                  1.096,                0.50482,                 1.4012,              0.0005546,              0.0005546,              0.0005546
                    222,                0.80426,                0.54753,                 1.2137,                0.98887,                0.97938,                0.98842,                0.69998,                 1.1186,                0.50575,                 1.4552,               0.000548,               0.000548,               0.000548
                    223,                0.78249,                0.52543,                 1.1799,                0.98757,                0.97938,                0.98772,                0.70126,                  1.095,                0.49024,                 1.4244,              0.0005414,              0.0005414,              0.0005414
                    224,                0.79958,                0.52473,                 1.2185,                0.98832,                0.97938,                0.98714,                0.71271,                 1.1079,                0.48648,                 1.4339,              0.0005348,              0.0005348,              0.0005348
                    225,                0.78607,                0.52336,                 1.1694,                0.97935,                0.97795,                 0.9863,                0.70402,                 1.1215,                0.49117,                 1.4012,              0.0005282,              0.0005282,              0.0005282
                    226,                0.78701,                0.52759,                 1.1895,                0.97778,                0.98969,                 0.9858,                0.70263,                 1.0851,                0.47436,                 1.3931,              0.0005216,              0.0005216,              0.0005216
                    227,                0.79462,                0.53883,                 1.1997,                0.98801,                0.98969,                0.99002,                0.70332,                 1.1046,                0.47926,                 1.4119,               0.000515,               0.000515,               0.000515
                    228,                0.82292,                0.53684,                 1.2282,                0.97837,                0.98969,                0.98899,                0.69391,                 1.1308,                0.48383,                 1.4252,              0.0005084,              0.0005084,              0.0005084
                    229,                0.76124,                0.52977,                 1.1763,                0.97807,                0.98969,                0.99036,                0.70426,                  1.071,                0.46814,                 1.3917,              0.0005018,              0.0005018,              0.0005018
                    230,                0.80741,                 0.5429,                 1.1706,                0.98879,                0.98969,                0.98805,                0.70983,                 1.0848,                0.48581,                  1.419,              0.0004952,              0.0004952,              0.0004952
                    231,                0.80487,                0.52786,                 1.1899,                0.98969,                0.98949,                0.99191,                0.71152,                 1.0577,                0.47115,                 1.3803,              0.0004886,              0.0004886,              0.0004886
                    232,                0.80633,                0.54075,                   1.19,                0.98822,                0.97938,                0.99055,                0.71306,                  1.039,                0.46926,                   1.37,               0.000482,               0.000482,               0.000482
                    233,                0.80872,                0.55465,                 1.2233,                0.98966,                0.98717,                0.98909,                0.71825,                 1.0444,                0.47845,                 1.3469,              0.0004754,              0.0004754,              0.0004754
                    234,                 0.8011,                0.52626,                 1.1932,                0.98622,                0.98969,                0.99273,                0.71584,                 1.0868,                0.46741,                 1.3961,              0.0004688,              0.0004688,              0.0004688
                    235,                0.76293,                0.52072,                 1.1761,                0.98926,                0.98969,                0.99123,                0.72051,                 1.0587,                0.45723,                 1.3934,              0.0004622,              0.0004622,              0.0004622
                    236,                0.78842,                 0.5216,                 1.1954,                0.98891,                0.98969,                0.98616,                 0.7141,                 1.0783,                0.46969,                 1.4015,              0.0004556,              0.0004556,              0.0004556
                    237,                0.77514,                0.52347,                 1.1876,                0.98967,                0.98818,                0.98789,                 0.7083,                 1.1023,                0.47588,                 1.4129,               0.000449,               0.000449,               0.000449
                    238,                0.79997,                0.54063,                 1.2092,                0.97959,                0.98949,                0.98827,                0.72068,                 1.0524,                0.46114,                  1.396,              0.0004424,              0.0004424,              0.0004424
                    239,                0.77692,                0.50208,                 1.2007,                0.98141,                0.95876,                0.98666,                0.70235,                 1.0767,                0.47993,                  1.429,              0.0004358,              0.0004358,              0.0004358
                    240,                 0.8063,                 0.5395,                  1.192,                0.98749,                0.98969,                0.98773,                0.70248,                 1.0824,                0.48622,                 1.4052,              0.0004292,              0.0004292,              0.0004292
                    241,                0.77372,                  0.529,                 1.1641,                0.98805,                0.97938,                0.98637,                0.70446,                 1.0856,                0.47801,                 1.4461,              0.0004226,              0.0004226,              0.0004226
                    242,                0.75605,                0.53751,                 1.1767,                0.98968,                0.98878,                0.98638,                 0.6969,                 1.0989,                0.48159,                 1.4348,               0.000416,               0.000416,               0.000416
                    243,                0.77339,                 0.5293,                 1.1855,                0.98866,                0.97938,                0.99283,                0.71116,                  1.099,                0.47022,                 1.4226,              0.0004094,              0.0004094,              0.0004094
                    244,                0.75938,                0.50454,                 1.1615,                0.98795,                0.96907,                0.99243,                0.70851,                 1.0711,                0.46371,                 1.3994,              0.0004028,              0.0004028,              0.0004028
                    245,                0.77651,                0.51952,                 1.1835,                0.97971,                0.99553,                0.99292,                0.70913,                 1.0767,                0.46324,                 1.3906,              0.0003962,              0.0003962,              0.0003962
                    246,                0.78446,                0.52889,                 1.1893,                0.98957,                0.97784,                0.99115,                0.71071,                 1.0576,                0.46675,                 1.3922,              0.0003896,              0.0003896,              0.0003896
                    247,                0.77653,                0.52472,                 1.1914,                0.98841,                0.97938,                0.98704,                0.71437,                  1.055,                0.47677,                 1.3934,               0.000383,               0.000383,               0.000383
                    248,                0.74048,                0.50101,                 1.1555,                0.98956,                 0.9776,                0.99317,                 0.7205,                 1.0558,                0.45738,                 1.3711,              0.0003764,              0.0003764,              0.0003764
                    249,                0.77743,                0.50667,                 1.1742,                0.97618,                      1,                0.99408,                0.72168,                 1.0589,                0.45143,                 1.3592,              0.0003698,              0.0003698,              0.0003698
                    250,                0.75245,                0.50397,                 1.1594,                0.98969,                0.98928,                0.99356,                0.72158,                  1.064,                0.44627,                  1.401,              0.0003632,              0.0003632,              0.0003632
                    251,                0.74557,                0.51516,                 1.1659,                0.98844,                0.98969,                0.98952,                0.72172,                 1.0549,                0.44435,                 1.4009,              0.0003566,              0.0003566,              0.0003566
                    252,                0.74671,                0.48641,                 1.1608,                0.97961,                 0.9907,                0.99187,                 0.7147,                 1.0721,                0.45429,                 1.3717,                0.00035,                0.00035,                0.00035
                    253,                0.78157,                0.52511,                 1.1803,                0.97706,                0.97938,                0.98528,                0.70683,                 1.0721,                0.47066,                 1.3954,              0.0003434,              0.0003434,              0.0003434
                    254,                 0.7494,                0.52427,                 1.1607,                0.97809,                0.98969,                0.98529,                0.71187,                 1.0686,                0.47533,                 1.3914,              0.0003368,              0.0003368,              0.0003368
                    255,                0.74838,                0.51762,                 1.1525,                0.97959,                0.98953,                0.98491,                0.71967,                 1.0861,                0.47627,                 1.3956,              0.0003302,              0.0003302,              0.0003302
                    256,                0.77199,                0.52806,                 1.1889,                0.96957,                0.98969,                0.98486,                0.70533,                 1.0681,                0.48251,                 1.3832,              0.0003236,              0.0003236,              0.0003236
                    257,                0.75858,                0.50967,                  1.172,                0.97935,                 0.9777,                0.98317,                0.70573,                 1.0637,                0.48157,                 1.3872,               0.000317,               0.000317,               0.000317
                    258,                0.73978,                0.49548,                 1.1658,                0.98915,                0.97938,                0.98639,                0.70315,                 1.0937,                0.47149,                 1.4114,              0.0003104,              0.0003104,              0.0003104
                    259,                0.75469,                0.49689,                 1.1641,                0.97798,                      1,                0.99303,                0.71315,                 1.0604,                0.45517,                 1.3721,              0.0003038,              0.0003038,              0.0003038
                    260,                0.78213,                0.52694,                 1.1907,                0.97952,                      1,                 0.9927,                0.71662,                 1.0729,                0.45572,                 1.3969,              0.0002972,              0.0002972,              0.0002972
                    261,                0.76146,                0.50898,                 1.1759,                0.97978,                0.99895,                0.99281,                0.72422,                 1.0575,                0.45216,                 1.3918,              0.0002906,              0.0002906,              0.0002906
                    262,                0.74858,                0.51561,                 1.1701,                0.97978,                0.99911,                0.99158,                0.71267,                 1.0628,                0.44104,                 1.3976,               0.000284,               0.000284,               0.000284
                    263,                0.73569,                 0.5154,                 1.1616,                0.97845,                0.98969,                0.99097,                  0.718,                 1.0428,                0.45032,                 1.3877,              0.0002774,              0.0002774,              0.0002774
                    264,                0.70983,                0.48711,                 1.1384,                0.97853,                0.98969,                0.98568,                0.71441,                 1.0408,                0.45314,                 1.3666,              0.0002708,              0.0002708,              0.0002708
                    265,                0.71542,                0.47896,                 1.1471,                0.97855,                0.98969,                0.98297,                0.71274,                 1.0535,                 0.4659,                 1.3878,              0.0002642,              0.0002642,              0.0002642
                    266,                0.72679,                0.49145,                 1.1393,                0.97958,                0.98925,                0.98306,                0.70948,                 1.0775,                0.48521,                 1.4255,              0.0002576,              0.0002576,              0.0002576
                    267,                0.73521,                 0.4875,                 1.1552,                0.97915,                0.98969,                0.98345,                0.70856,                 1.0876,                0.47281,                 1.4037,               0.000251,               0.000251,               0.000251
                    268,                0.74768,                0.49248,                 1.1558,                0.96968,                0.98903,                0.98497,                0.71483,                 1.0476,                0.45163,                 1.3761,              0.0002444,              0.0002444,              0.0002444
                    269,                0.75474,                0.51584,                 1.1534,                0.97954,                0.98706,                 0.9877,                  0.731,                 1.0287,                0.45553,                 1.3602,              0.0002378,              0.0002378,              0.0002378
                    270,                0.73371,                  0.494,                 1.1595,                0.97954,                0.98712,                0.98773,                0.71488,                 1.0462,                0.47279,                 1.3663,              0.0002312,              0.0002312,              0.0002312
                    271,                0.74165,                0.47398,                  1.163,                0.97937,                0.97868,                0.98586,                0.72262,                 1.0533,                0.46571,                 1.3789,              0.0002246,              0.0002246,              0.0002246
                    272,                0.73895,                0.50035,                 1.1545,                0.97936,                 0.9784,                0.98602,                0.71343,                 1.0434,                0.46108,                 1.3717,               0.000218,               0.000218,               0.000218
                    273,                0.72569,                0.49237,                 1.1741,                0.98729,                0.96907,                0.98557,                0.71442,                 1.0474,                0.46965,                 1.3739,              0.0002114,              0.0002114,              0.0002114
                    274,                0.74846,                0.51194,                 1.1564,                0.98966,                0.98693,                0.98895,                0.70497,                  1.078,                 0.4549,                  1.407,              0.0002048,              0.0002048,              0.0002048
                    275,                0.73868,                0.50423,                 1.1554,                0.98968,                0.98866,                0.99273,                0.72282,                 1.0813,                0.44577,                 1.3987,              0.0001982,              0.0001982,              0.0001982
                    276,                 0.7149,                0.47127,                 1.1321,                0.98968,                0.98879,                0.98996,                0.72119,                 1.0582,                0.44762,                  1.373,              0.0001916,              0.0001916,              0.0001916
                    277,                0.68334,                0.46701,                 1.1195,                0.98968,                  0.989,                0.98662,                0.71392,                 1.0526,                0.44832,                 1.3784,               0.000185,               0.000185,               0.000185
                    278,                0.69169,                0.46489,                 1.1234,                0.98857,                0.98969,                0.98746,                0.72879,                 1.0325,                0.43683,                 1.3598,              0.0001784,              0.0001784,              0.0001784
                    279,                0.71875,                0.48536,                 1.1367,                0.98967,                0.98767,                0.98986,                0.72646,                 1.0146,                0.44088,                 1.3603,              0.0001718,              0.0001718,              0.0001718
                    280,                0.70252,                0.48689,                 1.1539,                0.98797,                0.97938,                0.99264,                0.72982,                 1.0228,                0.44423,                 1.3622,              0.0001652,              0.0001652,              0.0001652
                    281,                0.70036,                0.48522,                 1.1485,                0.98822,                0.97938,                0.99328,                0.72586,                 1.0364,                  0.444,                  1.364,              0.0001586,              0.0001586,              0.0001586
                    282,                0.70535,                 0.5024,                 1.1403,                0.98751,                0.97938,                0.98907,                0.71145,                  1.061,                0.45392,                 1.3971,               0.000152,               0.000152,               0.000152
                    283,                0.72372,                0.49295,                 1.1502,                0.98912,                0.97938,                0.99077,                0.71221,                  1.057,                0.45043,                 1.3872,              0.0001454,              0.0001454,              0.0001454
                    284,                0.73245,                0.49615,                 1.1442,                0.96946,                0.98969,                0.99056,                0.71125,                 1.0568,                0.44612,                 1.3841,              0.0001388,              0.0001388,              0.0001388
                    285,                0.68281,                0.47199,                 1.1128,                0.98868,                0.97938,                0.99017,                0.71673,                 1.0482,                0.44548,                 1.3863,              0.0001322,              0.0001322,              0.0001322
                    286,                0.72367,                0.47109,                 1.1525,                0.98806,                0.97938,                0.98751,                 0.7126,                  1.038,                0.44371,                 1.3808,              0.0001256,              0.0001256,              0.0001256
                    287,                 0.7172,                0.48243,                 1.1569,                0.98792,                0.98969,                0.98742,                0.71707,                  1.052,                0.44504,                  1.386,               0.000119,               0.000119,               0.000119
                    288,                0.71333,                0.48468,                 1.1498,                0.98968,                0.98831,                0.98688,                0.72222,                 1.0409,                0.44234,                 1.3845,              0.0001124,              0.0001124,              0.0001124
                    289,                 0.7258,                0.47519,                 1.1537,                0.98958,                0.97924,                0.98619,                0.71992,                 1.0383,                0.44115,                 1.3838,              0.0001058,              0.0001058,              0.0001058
                    290,                0.70278,                0.47368,                 1.1495,                0.98881,                0.97938,                0.98674,                0.71951,                 1.0498,                0.44258,                 1.3861,               9.92e-05,               9.92e-05,               9.92e-05
                    291,                 0.6135,                0.37962,                 1.0729,                0.98875,                0.96907,                0.98653,                0.71035,                 1.0637,                0.45758,                 1.4041,               9.26e-05,               9.26e-05,               9.26e-05
                    292,                0.57688,                0.36021,                  1.023,                0.98817,                0.96907,                0.98645,                 0.7189,                 1.0633,                0.46555,                 1.4132,                8.6e-05,                8.6e-05,                8.6e-05
                    293,                0.57581,                0.36488,                 1.0231,                0.98753,                0.96907,                0.98708,                0.71776,                 1.0564,                0.45593,                  1.397,               7.94e-05,               7.94e-05,               7.94e-05
                    294,                 0.5678,                0.35499,                 1.0247,                0.98752,                0.96907,                0.98681,                0.72044,                 1.0474,                0.45063,                 1.4005,               7.28e-05,               7.28e-05,               7.28e-05
                    295,                0.56089,                0.34318,                 1.0287,                0.96782,                0.98969,                0.98818,                 0.7257,                 1.0494,                0.44778,                 1.4082,               6.62e-05,               6.62e-05,               6.62e-05
                    296,                0.56306,                0.34461,                  1.016,                0.96928,                0.98969,                0.98853,                0.72979,                 1.0533,                 0.4533,                 1.4057,               5.96e-05,               5.96e-05,               5.96e-05
                    297,                0.56632,                0.34317,                 1.0321,                0.98956,                0.97736,                  0.988,                0.72765,                 1.0521,                 0.4481,                 1.3995,                5.3e-05,                5.3e-05,                5.3e-05
                    298,                0.57628,                0.36094,                 1.0327,                0.96759,                0.98969,                0.98755,                0.73149,                 1.0491,                 0.4488,                 1.3999,               4.64e-05,               4.64e-05,               4.64e-05
                    299,                0.56625,                0.34982,                 1.0186,                0.96729,                0.98969,                0.98757,                0.72827,                 1.0493,                0.45423,                 1.3985,               3.98e-05,               3.98e-05,               3.98e-05
                    300,                0.55191,                0.34494,                 1.0098,                0.98787,                0.96907,                0.98762,                0.72898,                 1.0454,                0.45369,                 1.3949,               3.32e-05,               3.32e-05,               3.32e-05
